subscriber_id,telecom,timestamp,duration_sec,type,ip,port,destination,fraud_label
SUB_009,BSNL,2025-04-03 19:11:00,50,Voice,192.168.61.106,80,whatsapp.net,Benign
SUB_009,BSNL,2025-04-03 15:31:00,406,Data,192.168.224.15,5222,signal.org,Benign
SUB_010,Jio,2025-04-03 10:34:00,84,Data,192.168.0.136,443,google.com,Benign
SUB_010,Jio,2025-04-03 02:03:00,435,Data,192.168.149.15,443,google.com,Identity
SUB_010,Jio,2025-04-03 11:06:00,430,SMS,192.168.85.158,8080,fakebank.in,Benign
SUB_010,Jio,2025-04-03 15:48:00,513,SMS,192.168.25.214,5222,whatsapp.net,Benign
SUB_010,Jio,2025-04-03 04:02:00,1183,Voice,192.168.189.85,8080,whatsapp.net,Benign
SUB_010,Jio,2025-04-03 07:32:00,894,Voice,192.168.124.125,5222,whatsapp.net,Benign
SUB_010,Jio,2025-04-03 12:14:00,163,Data,192.168.173.165,8080,fakebank.in,Benign
SUB_010,Jio,2025-04-03 09:12:00,248,SMS,192.168.191.194,80,signal.org,Financial
SUB_010,Jio,2025-04-03 13:01:00,1182,Data,192.168.228.35,443,fakebank.in,Benign
SUB_010,Jio,2025-04-03 06:50:00,40,Voice,192.168.145.83,5222,google.com,Benign
SUB_010,Jio,2025-04-03 01:33:00,608,Voice,192.168.217.91,8080,whatsapp.net,Benign
SUB_010,Jio,2025-04-03 02:09:00,750,Data,192.168.96.220,8080,google.com,Benign
